Gene stable ID,Gene name,Gene type
ENSAMXG00000029712,rab25b,protein_coding
ENSAMXG00000034080,slc35b2,protein_coding
ENSAMXG00000016144,,protein_coding
ENSAMXG00000010438,pdk2a,protein_coding
ENSAMXG00000025084,tssk6,protein_coding
ENSAMXG00000042866,U3,snoRNA
ENSAMXG00000031272,,snoRNA
ENSAMXG00000034009,U3,snoRNA
ENSAMXG00000029130,,protein_coding
ENSAMXG00000039223,lamtor2,protein_coding
ENSAMXG00000041803,U3,snoRNA
ENSAMXG00000009887,tanc1b,protein_coding
ENSAMXG00000021074,fbln5,protein_coding
ENSAMXG00000019769,txk,protein_coding
ENSAMXG00000030346,,protein_coding
ENSAMXG00000033804,U3,snoRNA
ENSAMXG00000017635,zmp:0000001048,protein_coding
ENSAMXG00000016137,hint2,protein_coding
ENSAMXG00000024526,hsp90ab1,protein_coding
ENSAMXG00000016957,gabrr3a,protein_coding
ENSAMXG00000016466,nrcama,protein_coding
ENSAMXG00000033246,U3,snoRNA
ENSAMXG00000024629,ubqln4,protein_coding
ENSAMXG00000032443,,snoRNA
ENSAMXG00000018049,pcxb,protein_coding
ENSAMXG00000016615,nlgn1,protein_coding
ENSAMXG00000016126,mrps30,protein_coding
ENSAMXG00000033037,c1qtnf6b,protein_coding
ENSAMXG00000043225,U3,snoRNA
ENSAMXG00000011614,rpap1,protein_coding
ENSAMXG00000033376,,protein_coding
ENSAMXG00000010457,tbkbp1,protein_coding
ENSAMXG00000021047,trip11,protein_coding
ENSAMXG00000040933,U3,snoRNA
ENSAMXG00000032768,or124-1,protein_coding
ENSAMXG00000035855,emb,protein_coding
ENSAMXG00000017360,,protein_coding
ENSAMXG00000032488,,protein_coding
ENSAMXG00000006026,kcna4,protein_coding
ENSAMXG00000002657,defbl1,protein_coding
ENSAMXG00000035688,U3,snoRNA
ENSAMXG00000037959,,protein_coding
ENSAMXG00000017646,notch3,protein_coding
ENSAMXG00000036369,,protein_coding
ENSAMXG00000012999,NTSR1,protein_coding
ENSAMXG00000017027,hhla2a.1,protein_coding
ENSAMXG00000024628,si:dkey-152b24.6,protein_coding
ENSAMXG00000031385,cplx4b,protein_coding
ENSAMXG00000012993,rad21l1,protein_coding
ENSAMXG00000006034,lgr4,protein_coding
ENSAMXG00000021547,mrps11,protein_coding
ENSAMXG00000002707,,protein_coding
ENSAMXG00000002663,pold3,protein_coding
ENSAMXG00000017054,hhla2a.2,protein_coding
ENSAMXG00000036358,cav2,protein_coding
ENSAMXG00000034787,,protein_coding
ENSAMXG00000012007,slc2a15a,protein_coding
ENSAMXG00000033335,,protein_coding
ENSAMXG00000019793,tec,protein_coding
ENSAMXG00000038551,cdh7b,protein_coding
ENSAMXG00000009943,,protein_coding
ENSAMXG00000000329,ATG14,protein_coding
ENSAMXG00000030802,cav1,protein_coding
ENSAMXG00000030876,mrpl46,protein_coding
ENSAMXG00000035959,snpha,protein_coding
ENSAMXG00000038518,,protein_coding
ENSAMXG00000039618,mxd3,protein_coding
ENSAMXG00000002716,chrdl2,protein_coding
ENSAMXG00000016033,malt1,protein_coding
ENSAMXG00000034563,,protein_coding
ENSAMXG00000002408,,protein_coding
ENSAMXG00000040648,,protein_coding
ENSAMXG00000032508,,protein_coding
ENSAMXG00000012939,phf8,protein_coding
ENSAMXG00000012980,fkbp1aa,protein_coding
ENSAMXG00000039313,,protein_coding
ENSAMXG00000036300,rnf103,protein_coding
ENSAMXG00000035812,fbxo34,protein_coding
ENSAMXG00000016512,cntn1b,protein_coding
ENSAMXG00000025029,rpz4,protein_coding
ENSAMXG00000034070,fgf8,protein_coding
ENSAMXG00000024525,rbm25b,protein_coding
ENSAMXG00000025028,rpz5,protein_coding
ENSAMXG00000039939,si:ch211-244c8.4,protein_coding
ENSAMXG00000011635,si:dkey-13p1.4,protein_coding
ENSAMXG00000011592,immt,protein_coding
ENSAMXG00000030537,,protein_coding
ENSAMXG00000039858,cd302,protein_coding
ENSAMXG00000034817,,protein_coding
ENSAMXG00000030778,neu3.1,protein_coding
ENSAMXG00000003828,kcnab2a,protein_coding
ENSAMXG00000016008,prlrb,protein_coding
ENSAMXG00000019819,si:ch73-106g13.1,protein_coding
ENSAMXG00000027078,U2,snRNA
ENSAMXG00000041077,wdr73,protein_coding
ENSAMXG00000011637,si:dkey-170l10.1,protein_coding
ENSAMXG00000034100,U1,snRNA
ENSAMXG00000002849,defbl2,protein_coding
ENSAMXG00000015953,secisbp2,protein_coding
ENSAMXG00000016434,arf3a,protein_coding
ENSAMXG00000038877,lrfn4b,protein_coding
ENSAMXG00000019132,golga5,protein_coding
ENSAMXG00000031800,,protein_coding
ENSAMXG00000036005,lhfpl5a,protein_coding
ENSAMXG00000040680,,protein_coding
ENSAMXG00000043300,brms1,protein_coding
ENSAMXG00000031629,adprhl2,protein_coding
ENSAMXG00000017396,mgat3b,protein_coding
ENSAMXG00000012965,wnt10b,protein_coding
ENSAMXG00000010492,tbx21,protein_coding
ENSAMXG00000019848,zgc:158659,protein_coding
ENSAMXG00000011570,ptcd3,protein_coding
ENSAMXG00000039762,cinp,protein_coding
ENSAMXG00000024987,oxgr1b,protein_coding
ENSAMXG00000032814,,protein_coding
ENSAMXG00000017426,tab1,protein_coding
ENSAMXG00000025027,rpz6,protein_coding
ENSAMXG00000033937,fbxw4,protein_coding
ENSAMXG00000036706,wnt1,protein_coding
ENSAMXG00000007076,srpk1b,protein_coding
ENSAMXG00000010519,osbpl7,protein_coding
ENSAMXG00000025026,rpz,protein_coding
ENSAMXG00000025025,rpz2,protein_coding
ENSAMXG00000042378,,protein_coding
ENSAMXG00000017443,syngr1b,protein_coding
ENSAMXG00000040260,nr2f5,protein_coding
ENSAMXG00000010928,pth2ra,protein_coding
ENSAMXG00000012992,ikzf4,protein_coding
ENSAMXG00000034196,rdh8a,protein_coding
ENSAMXG00000015910,,protein_coding
ENSAMXG00000029484,map1ab,protein_coding
ENSAMXG00000033097,,protein_coding
ENSAMXG00000035601,mettl15,protein_coding
ENSAMXG00000032404,,protein_coding
ENSAMXG00000011652,znf839,protein_coding
ENSAMXG00000034687,eif2s1b,protein_coding
ENSAMXG00000041054,ppp1r14bb,protein_coding
ENSAMXG00000043716,si:ch211-231m23.4,protein_coding
ENSAMXG00000017483,ift27,protein_coding
ENSAMXG00000033725,wbp1la,protein_coding
ENSAMXG00000043020,,protein_coding
ENSAMXG00000039173,,protein_coding
ENSAMXG00000037162,,protein_coding
ENSAMXG00000019882,,protein_coding
ENSAMXG00000031253,,protein_coding
ENSAMXG00000000029,,protein_coding
ENSAMXG00000034517,,protein_coding
ENSAMXG00000011559,,protein_coding
ENSAMXG00000029460,cacng2b,protein_coding
ENSAMXG00000040331,mrpl10,protein_coding
ENSAMXG00000037386,RPS26,protein_coding
ENSAMXG00000006057,kif18a,protein_coding
ENSAMXG00000009562,lim2.5,protein_coding
ENSAMXG00000032334,cart2,protein_coding
ENSAMXG00000018671,PCDHAC2,protein_coding
ENSAMXG00000012029,cyp17a1,protein_coding
ENSAMXG00000013000,dnajc22,protein_coding
ENSAMXG00000033849,,protein_coding
ENSAMXG00000011553,,protein_coding
ENSAMXG00000024523,atp6v1d,protein_coding
ENSAMXG00000017547,eif3d,protein_coding
ENSAMXG00000003825,park7,protein_coding
ENSAMXG00000017222,zdhhc20a,protein_coding
ENSAMXG00000035808,,protein_coding
ENSAMXG00000010544,pnpo,protein_coding
ENSAMXG00000021006,rtf1,protein_coding
ENSAMXG00000037909,si:ch1073-286c18.5,protein_coding
ENSAMXG00000041536,bdnf,protein_coding
ENSAMXG00000029944,,protein_coding
ENSAMXG00000013009,lmbr1l,protein_coding
ENSAMXG00000026994,,miRNA
ENSAMXG00000034117,ptrh1,protein_coding
ENSAMXG00000036518,zgc:193812,protein_coding
ENSAMXG00000018802,mpp5b,protein_coding
ENSAMXG00000025204,prr15lb,protein_coding
ENSAMXG00000041758,,protein_coding
ENSAMXG00000037302,tor2a,protein_coding
ENSAMXG00000025436,bola1,protein_coding
ENSAMXG00000001079,adrb3a,protein_coding
ENSAMXG00000039792,ntrk3b,protein_coding
ENSAMXG00000017719,plcb3,protein_coding
ENSAMXG00000036279,,protein_coding
ENSAMXG00000009485,glsl,protein_coding
ENSAMXG00000034612,zgc:171501,protein_coding
ENSAMXG00000036823,pdzrn4,protein_coding
ENSAMXG00000009969,RBMS1,protein_coding
ENSAMXG00000024624,sv2a,protein_coding
ENSAMXG00000036496,olfm2a,protein_coding
ENSAMXG00000010548,cdk5rap3,protein_coding
ENSAMXG00000007071,mapk14b,protein_coding
ENSAMXG00000003799,pax7a,protein_coding
ENSAMXG00000042160,etfb,protein_coding
ENSAMXG00000029089,fam110a,protein_coding
ENSAMXG00000011547,prpf19,protein_coding
ENSAMXG00000035718,,protein_coding
ENSAMXG00000031136,dhh,protein_coding
ENSAMXG00000043769,prickle3,protein_coding
ENSAMXG00000009473,sh3gl3b,protein_coding
ENSAMXG00000012189,arid2,protein_coding
ENSAMXG00000039138,plp2,protein_coding
ENSAMXG00000042181,,protein_coding
ENSAMXG00000042007,tmem167b,protein_coding
ENSAMXG00000041328,si:ch211-194k22.8,protein_coding
ENSAMXG00000013022,kmt2d,protein_coding
ENSAMXG00000024622,mtmr11,protein_coding
ENSAMXG00000036002,sypb,protein_coding
ENSAMXG00000031468,tank,protein_coding
ENSAMXG00000007063,si:ch211-160o17.6,protein_coding
ENSAMXG00000011532,tcirg1b,protein_coding
ENSAMXG00000031310,trip10a,protein_coding
ENSAMXG00000025180,b3galt6,protein_coding
ENSAMXG00000040279,mrps16,protein_coding
ENSAMXG00000030120,NFE2L1,protein_coding
ENSAMXG00000029985,,protein_coding
ENSAMXG00000009990,tbr1a,protein_coding
ENSAMXG00000015770,sh2d3cb,protein_coding
ENSAMXG00000036989,,protein_coding
ENSAMXG00000041449,pcdh1g31,protein_coding
ENSAMXG00000009459,nedd1,protein_coding
ENSAMXG00000036114,errfi1a,protein_coding
ENSAMXG00000037815,scaf11,protein_coding
ENSAMXG00000035662,mrnip,protein_coding
ENSAMXG00000006072,lin7c,protein_coding
ENSAMXG00000041124,,protein_coding
ENSAMXG00000012158,slc38a2,protein_coding
ENSAMXG00000031339,si:ch211-59o9.10,protein_coding
ENSAMXG00000011526,sqstm1,protein_coding
ENSAMXG00000036601,cbx1b,protein_coding
ENSAMXG00000015748,cfap157,protein_coding
ENSAMXG00000033764,MRAS,protein_coding
ENSAMXG00000012913,,protein_coding
ENSAMXG00000017326,smg6,protein_coding
ENSAMXG00000038795,nusap1,protein_coding
ENSAMXG00000002917,gria4b,protein_coding
ENSAMXG00000036617,,protein_coding
ENSAMXG00000040073,,protein_coding
ENSAMXG00000006074,mybpc3,protein_coding
ENSAMXG00000024910,lyrm5b,protein_coding
ENSAMXG00000039287,tmem177,protein_coding
ENSAMXG00000035225,,protein_coding
ENSAMXG00000033950,,protein_coding
ENSAMXG00000010002,slc4a10b,protein_coding
ENSAMXG00000024623,si:ch211-271d10.2,protein_coding
ENSAMXG00000020993,ndufaf1,protein_coding
ENSAMXG00000015649,,protein_coding
ENSAMXG00000040143,,protein_coding
ENSAMXG00000010885,ptpn4a,protein_coding
ENSAMXG00000040202,,protein_coding
ENSAMXG00000029510,,protein_coding
ENSAMXG00000037229,elmod1,protein_coding
ENSAMXG00000009449,sycp3,protein_coding
ENSAMXG00000040543,phkg2,protein_coding
ENSAMXG00000038468,,protein_coding
ENSAMXG00000042316,si:dkey-95h12.2,protein_coding
ENSAMXG00000029328,,protein_coding
ENSAMXG00000013916,zswim7,protein_coding
ENSAMXG00000024852,otud7b,protein_coding
ENSAMXG00000007047,acap3b,protein_coding
ENSAMXG00000021520,si:dkey-172h23.2,protein_coding
ENSAMXG00000037890,col27a1b,protein_coding
ENSAMXG00000040037,,protein_coding
ENSAMXG00000029795,dact1,protein_coding
ENSAMXG00000030030,slc35f2,protein_coding
ENSAMXG00000042358,nanos2,protein_coding
ENSAMXG00000038812,,protein_coding
ENSAMXG00000031593,ovca2,protein_coding
ENSAMXG00000020954,tmem39b,protein_coding
ENSAMXG00000035889,praf2,protein_coding
ENSAMXG00000039859,,protein_coding
ENSAMXG00000040986,timm17b,protein_coding
ENSAMXG00000035266,ccdc28b,protein_coding
ENSAMXG00000033524,,protein_coding
ENSAMXG00000040375,,protein_coding
ENSAMXG00000010854,epb41l5,protein_coding
ENSAMXG00000010694,rnf40,protein_coding
ENSAMXG00000040025,pqbp1,protein_coding
ENSAMXG00000032516,,protein_coding
ENSAMXG00000044048,,protein_coding
ENSAMXG00000017614,slc8a4b,protein_coding
ENSAMXG00000032287,iqcc,protein_coding
ENSAMXG00000025595,,protein_coding
ENSAMXG00000039266,gpkow,protein_coding
ENSAMXG00000040754,rbm8a,protein_coding
ENSAMXG00000032540,ppan,protein_coding
ENSAMXG00000037528,RAMP1,protein_coding
ENSAMXG00000003767,tas1r3,protein_coding
ENSAMXG00000020916,dcdc2b,protein_coding
ENSAMXG00000025847,si:zfos-169g10.2,protein_coding
ENSAMXG00000018764,gphnb,protein_coding
ENSAMXG00000031549,,protein_coding
ENSAMXG00000025629,p2ry11,protein_coding
ENSAMXG00000003760,ccdc114,protein_coding
ENSAMXG00000036698,afp4,protein_coding
ENSAMXG00000033134,tmem234,protein_coding
ENSAMXG00000009944,,protein_coding
ENSAMXG00000040193,,protein_coding
ENSAMXG00000031805,,protein_coding
ENSAMXG00000042062,cyth4b,protein_coding
ENSAMXG00000035525,znf646,protein_coding
ENSAMXG00000009440,actr6,protein_coding
ENSAMXG00000031139,eif3g,protein_coding
ENSAMXG00000006453,ttc32,protein_coding
ENSAMXG00000031094,slc38a4,protein_coding
ENSAMXG00000024617,ntrk1,protein_coding
ENSAMXG00000031451,mgat4b,protein_coding
ENSAMXG00000025205,znf668,protein_coding
ENSAMXG00000006450,matn3a,protein_coding
ENSAMXG00000038420,acvr1ba,protein_coding
ENSAMXG00000006079,cars1,protein_coding
ENSAMXG00000029663,,protein_coding
ENSAMXG00000009428,,protein_coding
ENSAMXG00000025206,si:rp71-1c10.10,protein_coding
ENSAMXG00000038003,,protein_coding
ENSAMXG00000029264,,protein_coding
ENSAMXG00000037059,si:rp71-1c10.11,protein_coding
ENSAMXG00000031972,acvrl1,protein_coding
ENSAMXG00000042248,,protein_coding
ENSAMXG00000039198,laptm4a,protein_coding
ENSAMXG00000032119,fam83fb,protein_coding
ENSAMXG00000010877,cd37,protein_coding
ENSAMXG00000021489,sv2ba,protein_coding
ENSAMXG00000012132,zmp:0000000711,protein_coding
ENSAMXG00000030588,,protein_coding
ENSAMXG00000010019,,protein_coding
ENSAMXG00000017612,grap2b,protein_coding
ENSAMXG00000003744,slc45a1,protein_coding
ENSAMXG00000017059,IGLON5,protein_coding
ENSAMXG00000029337,ankrd33aa,protein_coding
ENSAMXG00000034249,pcdh1g22,protein_coding
ENSAMXG00000042982,MIR455,miRNA
ENSAMXG00000006446,zgc:153896,protein_coding
ENSAMXG00000006083,ano9b,protein_coding
ENSAMXG00000041060,si:rp71-1c10.8,protein_coding
ENSAMXG00000025831,,protein_coding
ENSAMXG00000034526,pcdh1gc5,protein_coding
ENSAMXG00000009418,atp2b1b,protein_coding
ENSAMXG00000003190,capn5b,protein_coding
ENSAMXG00000040981,mespba,protein_coding
ENSAMXG00000011269,elmsan1a,protein_coding
ENSAMXG00000042613,,protein_coding
ENSAMXG00000035279,,protein_coding
ENSAMXG00000038337,,protein_coding
ENSAMXG00000015162,canx,protein_coding
ENSAMXG00000041299,,protein_coding
ENSAMXG00000041487,mespaa,protein_coding
ENSAMXG00000038977,rtn4rl1a,protein_coding
ENSAMXG00000034360,,protein_coding
ENSAMXG00000010897,valopb,protein_coding
ENSAMXG00000038368,,protein_coding
ENSAMXG00000011284,slc35f6,protein_coding
ENSAMXG00000012182,dnmt1,protein_coding
ENSAMXG00000038757,,protein_coding
ENSAMXG00000012710,,protein_coding
ENSAMXG00000044007,pusl1,protein_coding
ENSAMXG00000031506,,protein_coding
ENSAMXG00000021468,ANPEP,protein_coding
ENSAMXG00000037585,ABR,protein_coding
ENSAMXG00000010048,,protein_coding
ENSAMXG00000038901,,protein_coding
ENSAMXG00000000355,si:ch211-185a18.2,protein_coding
ENSAMXG00000040257,zgc:162780,protein_coding
ENSAMXG00000042779,paqr6,protein_coding
ENSAMXG00000033944,,protein_coding
ENSAMXG00000041040,gabrz,protein_coding
ENSAMXG00000017605,cct7,protein_coding
ENSAMXG00000003732,prxl2b,protein_coding
ENSAMXG00000006440,ttbk2b,protein_coding
ENSAMXG00000010061,,protein_coding
ENSAMXG00000003253,myo7ab,protein_coding
ENSAMXG00000040646,iqsec2b,protein_coding
ENSAMXG00000019716,sh3gl3a,protein_coding
ENSAMXG00000006089,pkp3b,protein_coding
ENSAMXG00000003713,mmel1,protein_coding
ENSAMXG00000033063,,protein_coding
ENSAMXG00000032977,,protein_coding
ENSAMXG00000010007,gcgb,protein_coding
ENSAMXG00000043100,ddx19,protein_coding
ENSAMXG00000030552,zgc:162396,protein_coding
ENSAMXG00000033781,adgra1a,protein_coding
ENSAMXG00000032912,zgc:171459,protein_coding
ENSAMXG00000024616,smg5,protein_coding
ENSAMXG00000021464,si:ch211-276a23.5,protein_coding
ENSAMXG00000042710,,protein_coding
ENSAMXG00000019668,,protein_coding
ENSAMXG00000003710,miip,protein_coding
ENSAMXG00000020862,brf1a,protein_coding
ENSAMXG00000043059,si:ch211-214e3.5,protein_coding
ENSAMXG00000035489,irf2bpl,protein_coding
ENSAMXG00000010011,fap,protein_coding
ENSAMXG00000039693,mxtx2,protein_coding
ENSAMXG00000000379,arid4a,protein_coding
ENSAMXG00000031783,maml1,protein_coding
ENSAMXG00000033888,,protein_coding
ENSAMXG00000044036,churc1,protein_coding
ENSAMXG00000037288,CAMK2N1,protein_coding
ENSAMXG00000011236,bms1,protein_coding
ENSAMXG00000020894,btbd6a,protein_coding
ENSAMXG00000039412,ltc4s,protein_coding
ENSAMXG00000040958,,protein_coding
ENSAMXG00000040059,si:dkey-33m11.7,protein_coding
ENSAMXG00000033152,sp5l,protein_coding
ENSAMXG00000003978,wfs1a,protein_coding
ENSAMXG00000042106,cd81a,protein_coding
ENSAMXG00000012128,trim35-14,protein_coding
ENSAMXG00000029975,,protein_coding
ENSAMXG00000000418,timm9,protein_coding
ENSAMXG00000019975,cacna1ib,protein_coding
ENSAMXG00000013062,slc26a10,protein_coding
ENSAMXG00000006094,kcnc1a,protein_coding
ENSAMXG00000029442,,protein_coding
ENSAMXG00000032087,HRH2,protein_coding
ENSAMXG00000026871,,snoRNA
ENSAMXG00000003366,nadk2,protein_coding
ENSAMXG00000033753,tnfrsf1b,protein_coding
ENSAMXG00000010091,,protein_coding
ENSAMXG00000040125,cx36.7,protein_coding
ENSAMXG00000037578,zgc:162396,protein_coding
ENSAMXG00000017515,hspa12b,protein_coding
ENSAMXG00000032243,cdab,protein_coding
ENSAMXG00000039284,,protein_coding
ENSAMXG00000040407,,protein_coding
ENSAMXG00000026982,,snoRNA
ENSAMXG00000031822,si:ch73-7i4.3,protein_coding
ENSAMXG00000033777,,protein_coding
ENSAMXG00000037098,tph1b,protein_coding
ENSAMXG00000040954,,snoRNA
ENSAMXG00000003385,skp2,protein_coding
ENSAMXG00000029221,b4galnt1a,protein_coding
ENSAMXG00000014058,KCNT1,protein_coding
ENSAMXG00000039177,,snoRNA
ENSAMXG00000020035,,protein_coding
ENSAMXG00000043008,,protein_coding
ENSAMXG00000030980,,protein_coding
ENSAMXG00000031328,,protein_coding
ENSAMXG00000039047,,snoRNA
ENSAMXG00000000426,psma3,protein_coding
ENSAMXG00000024615,syngap1b,protein_coding
ENSAMXG00000003707,trim62.1,protein_coding
ENSAMXG00000034384,,protein_coding
ENSAMXG00000038477,,protein_coding
ENSAMXG00000039720,s1pr2,protein_coding
ENSAMXG00000000944,ern1,protein_coding
ENSAMXG00000032666,lmbrd2b,protein_coding
ENSAMXG00000011484,sh2d4bb,protein_coding
ENSAMXG00000033552,zgc:101783,protein_coding
ENSAMXG00000006098,mns1,protein_coding
ENSAMXG00000013071,c1galt1a,protein_coding
ENSAMXG00000003703,znf362a,protein_coding
ENSAMXG00000019651,SRCIN1,protein_coding
ENSAMXG00000020843,,protein_coding
ENSAMXG00000029235,PAIP2B,protein_coding
ENSAMXG00000015011,pcdh12,protein_coding
ENSAMXG00000039099,,protein_coding
ENSAMXG00000024991,uts2r4,protein_coding
ENSAMXG00000040049,adpgk2,protein_coding
ENSAMXG00000010127,,protein_coding
ENSAMXG00000013075,tac3a,protein_coding
ENSAMXG00000009402,,protein_coding
ENSAMXG00000030364,,protein_coding
ENSAMXG00000006104,itga11a,protein_coding
ENSAMXG00000015449,klf7b,protein_coding
ENSAMXG00000029657,,protein_coding
ENSAMXG00000037007,lgals2b,protein_coding
ENSAMXG00000019658,lmnl3,protein_coding
ENSAMXG00000006988,dnajc16l,protein_coding
ENSAMXG00000006422,capn3b,protein_coding
ENSAMXG00000009267,nagk,protein_coding
ENSAMXG00000014136,,protein_coding
ENSAMXG00000041194,EMP3,protein_coding
ENSAMXG00000009342,celsr1b,protein_coding
ENSAMXG00000007840,oxsm,protein_coding
ENSAMXG00000003691,fam83e,protein_coding
ENSAMXG00000000443,,protein_coding
ENSAMXG00000006120,coro2ba,protein_coding
ENSAMXG00000037453,tmcc1b,protein_coding
ENSAMXG00000017351,dok1b,protein_coding
ENSAMXG00000039793,tnfrsf9b,protein_coding
ENSAMXG00000043203,cfap20,protein_coding
ENSAMXG00000014155,camsap1b,protein_coding
ENSAMXG00000003433,capslb,protein_coding
ENSAMXG00000017256,m1ap,protein_coding
ENSAMXG00000031284,,protein_coding
ENSAMXG00000006129,anp32a,protein_coding
ENSAMXG00000033226,,protein_coding
ENSAMXG00000041749,aspa,protein_coding
ENSAMXG00000033776,dgat1a,protein_coding
ENSAMXG00000038525,il7r,protein_coding
ENSAMXG00000032492,si:ch211-14i3.2,protein_coding
ENSAMXG00000003990,crmp1,protein_coding
ENSAMXG00000006393,nrbp1,protein_coding
ENSAMXG00000013791,C11orf54,protein_coding
ENSAMXG00000003682,si:dkey-264d12.1,protein_coding
ENSAMXG00000040957,,protein_coding
ENSAMXG00000040978,creb1b,protein_coding
ENSAMXG00000019623,grb7,protein_coding
ENSAMXG00000034757,zgc:63863,protein_coding
ENSAMXG00000000454,,protein_coding
ENSAMXG00000031216,ANPEP,protein_coding
ENSAMXG00000000988,zmp:0000000735,protein_coding
ENSAMXG00000034463,gramd4b,protein_coding
ENSAMXG00000031074,glceb,protein_coding
ENSAMXG00000041835,nrg3b,protein_coding
ENSAMXG00000015352,ccnyl1,protein_coding
ENSAMXG00000025192,mafga,protein_coding
ENSAMXG00000038823,spata22,protein_coding
ENSAMXG00000003678,uts2b,protein_coding
ENSAMXG00000000459,fzd3b,protein_coding
ENSAMXG00000042427,,protein_coding
ENSAMXG00000006381,si:dkey-12h9.6,protein_coding
ENSAMXG00000003662,per3,protein_coding
ENSAMXG00000037485,arf2b,protein_coding
ENSAMXG00000026259,,protein_coding
ENSAMXG00000040389,paqr5b,protein_coding
ENSAMXG00000031069,PCYT2,protein_coding
ENSAMXG00000038085,scrt1a,protein_coding
ENSAMXG00000015306,plekhm3,protein_coding
ENSAMXG00000006971,qrich1,protein_coding
ENSAMXG00000034609,arf2b,protein_coding
